"TOA5","Los Pen","CR800","39465","CR800.Std.29","CPU:SWM1000SP_Hach950_rev5-pulled from filter 03032016.CR8","21031","hourly"
"TIMESTAMP","RECORD","BatVolts_Min","Flow_950_Tot","battery_coms_fail_cntr","level_coms_fail_cntr","flow_coms_fail_cntr","flow_tot_coms_fail_cntr","ModbusInterval"
"TS","RN","volts","cfs","","","","",""
"","","Min","Tot","Smp","Smp","Smp","Smp","Smp"
"2016-11-14 08:00:00",676,12.32,344.8888,1987,1986,1985,1985,1
"2016-11-14 09:00:00",677,12.32,341.6525,1987,1986,1985,1985,1
"2016-11-14 10:00:00",678,12.33,341.8065,1987,1986,1985,1985,1
"2016-11-14 11:00:00",679,12.59,346.584,1987,1986,1985,1985,1
"2016-11-14 12:00:00",680,12.8,341.1901,1987,1986,1985,1985,1
"2016-11-14 13:00:00",681,12.91,338.262,1987,1986,1985,1985,1
"2016-11-14 14:00:00",682,12.74,329.0153,1987,1986,1985,1985,1
"2016-11-14 15:00:00",683,12.64,335.6421,1987,1986,1985,1985,1
"2016-11-14 16:00:00",684,12.58,337.0291,1987,1986,1985,1985,1
"2016-11-14 17:00:00",685,12.52,344.8888,1987,1986,1985,1985,1
"2016-11-14 18:00:00",686,12.48,345.6594,1987,1986,1985,1985,1
"2016-11-14 19:00:00",687,12.44,349.358,1987,1986,1985,1985,1
"2016-11-14 20:00:00",688,12.41,347.3546,1987,1986,1985,1985,1
"2016-11-14 21:00:00",689,12.38,348.4334,1987,1986,1985,1985,1
"2016-11-14 22:00:00",690,12.37,348.4334,1987,1986,1985,1985,1
"2016-11-14 23:00:00",691,12.36,350.2827,1987,1986,1985,1985,1
"2016-11-15 00:00:00",692,12.36,352.5944,1987,1986,1985,1985,1
"2016-11-15 01:00:00",693,12.34,344.5806,1987,1986,1985,1985,1
"2016-11-15 02:00:00",694,12.34,347.3546,1987,1986,1985,1985,1
"2016-11-15 03:00:00",695,12.33,347.2005,1987,1986,1985,1985,1
"2016-11-15 04:00:00",696,12.32,352.7485,1987,1986,1985,1985,1
"2016-11-15 05:00:00",697,12.32,346.584,1987,1986,1985,1985,1
"2016-11-15 06:00:00",698,12.31,343.0395,1987,1986,1985,1985,1
"2016-11-15 07:00:00",699,12.31,343.1936,1987,1986,1985,1985,1
"2016-11-15 08:00:00",700,12.32,343.9641,1987,1986,1985,1985,1
"2016-11-15 09:00:00",701,12.33,340.5737,1987,1986,1985,1985,1
"2016-11-15 10:00:00",702,12.34,341.3442,1987,1986,1985,1985,1
"2016-11-15 11:00:00",703,12.6,346.1217,1987,1986,1985,1985,1
"2016-11-15 12:00:00",704,12.74,342.1148,1987,1986,1985,1985,1
"2016-11-15 13:00:00",705,12.74,343.81,1987,1986,1985,1985,1
"2016-11-15 14:00:00",706,12.72,342.8853,1987,1986,1985,1985,1
"2016-11-15 15:00:00",707,12.65,351.2074,1987,1986,1985,1985,1
"2016-11-15 16:00:00",708,12.58,345.0429,1987,1986,1985,1985,1
"2016-11-15 17:00:00",709,12.5,357.0636,1987,1986,1985,1985,1
"2016-11-15 18:00:00",710,12.45,359.5294,1987,1986,1985,1985,1
"2016-11-15 19:00:00",711,12.41,357.492,1987,1986,1985,1985,1
"2016-11-15 20:00:00",712,12.38,369.3925,1987,1986,1985,1985,1
"2016-11-15 21:00:00",713,12.36,355.3684,1987,1986,1985,1985,1
"2016-11-15 22:00:00",714,12.35,364.2389,1987,1986,1985,1985,1
"2016-11-15 23:00:00",715,12.34,369.3768,1987,1986,1985,1985,1
"2016-11-16 00:00:00",716,12.33,365.2158,1987,1986,1985,1985,1
"2016-11-16 01:00:00",717,12.33,365.1976,1987,1986,1985,1985,1
"2016-11-16 02:00:00",718,12.33,371.5161,1987,1986,1985,1985,1
"2016-11-16 03:00:00",719,12.33,373.4786,1987,1986,1985,1985,1
"2016-11-16 04:00:00",720,12.32,372.5966,1987,1986,1985,1985,1
"2016-11-16 05:00:00",721,12.32,377.7513,1987,1986,1985,1985,1
"2016-11-16 06:00:00",722,12.32,381.5959,1987,1986,1985,1985,1
"2016-11-16 07:00:00",723,12.32,390.406,1987,1986,1985,1985,1
"2016-11-16 08:00:00",724,12.33,394.5586,1987,1986,1985,1985,1
"2016-11-16 09:00:00",725,12.35,400.6194,1987,1986,1985,1985,1
"2016-11-16 10:00:00",726,12.38,408.2975,1987,1986,1985,1985,1
"2016-11-16 11:00:00",727,12.47,413.6866,1987,1986,1985,1985,1
"2016-11-16 12:00:00",728,12.67,417.4463,1987,1986,1985,1985,1
"2016-11-16 13:00:00",729,12.72,418.7708,1987,1986,1985,1985,1
"2016-11-16 14:00:00",730,12.68,421.9093,1987,1986,1985,1985,1
"2016-11-16 15:00:00",731,12.62,422.366,1987,1986,1985,1985,1
"2016-11-16 16:00:00",732,12.55,424.7487,1987,1986,1985,1985,1
"2016-11-16 17:00:00",733,12.48,426.0138,1987,1986,1985,1985,1
"2016-11-16 18:00:00",734,12.43,426.7703,1987,1986,1985,1985,1
"2016-11-16 19:00:00",735,12.4,427.9556,1987,1986,1985,1985,1
"2016-11-16 20:00:00",736,12.37,426.4213,1987,1986,1985,1985,1
"2016-11-16 21:00:00",737,12.36,430.1515,1987,1986,1985,1985,1
"2016-11-16 22:00:00",738,12.35,429.1573,1987,1986,1985,1985,1
"2016-11-16 23:00:00",739,12.34,428.9555,1987,1986,1985,1985,1
"2016-11-17 00:00:00",740,12.33,428.4578,1987,1986,1985,1985,1
"2016-11-17 01:00:00",741,12.33,427.1822,1987,1986,1985,1985,1
"2016-11-17 02:00:00",742,12.32,431.052,1987,1986,1985,1985,1
"2016-11-17 03:00:00",743,12.32,428.9708,1987,1986,1985,1985,1
"2016-11-17 04:00:00",744,12.31,433.1645,1987,1986,1985,1985,1
"2016-11-17 05:00:00",745,12.31,431.7532,1987,1986,1985,1985,1
"2016-11-17 06:00:00",746,12.31,429.9321,1987,1986,1985,1985,1
"2016-11-17 07:00:00",747,12.3,432.3382,1987,1986,1985,1985,1
"2016-11-17 08:00:00",748,12.3,432.1022,1987,1986,1985,1985,1
"2016-11-17 09:00:00",749,12.31,433.4927,1987,1986,1985,1985,1
"2016-11-17 10:00:00",750,12.32,432.7688,1987,1986,1985,1985,1
"2016-11-17 11:00:00",751,12.54,433.1502,1987,1986,1985,1985,1
"2016-11-17 12:00:00",752,12.72,431.3257,1987,1986,1985,1985,1
"2016-11-17 13:00:00",753,12.83,431.3481,1987,1986,1985,1985,1
"2016-11-17 14:00:00",754,12.69,431.5197,1987,1986,1985,1985,1
"2016-11-17 15:00:00",755,12.6,435.0331,1987,1986,1985,1985,1
"2016-11-17 16:00:00",756,12.52,429.9898,1987,1986,1985,1985,1
"2016-11-17 17:00:00",757,12.47,434.4899,1987,1986,1985,1985,1
"2016-11-17 18:00:00",758,12.42,434.6194,1987,1986,1985,1985,1
"2016-11-17 19:00:00",759,12.38,432.4924,1987,1986,1985,1985,1
"2016-11-17 20:00:00",760,12.35,436.1988,1987,1986,1985,1985,1
"2016-11-17 21:00:00",761,12.33,433.6907,1987,1986,1985,1985,1
"2016-11-17 22:00:00",762,12.31,432.4331,1987,1986,1985,1985,1
"2016-11-17 23:00:00",763,12.3,435.3657,1987,1986,1985,1985,1
"2016-11-18 00:00:00",764,12.29,436.4854,1987,1986,1985,1985,1
"2016-11-18 01:00:00",765,12.28,437.3253,1987,1986,1985,1985,1
"2016-11-18 02:00:00",766,12.27,435.6364,1987,1986,1985,1985,1
"2016-11-18 03:00:00",767,12.27,441.1249,1987,1986,1985,1985,1
"2016-11-18 04:00:00",768,12.26,442.3188,1987,1986,1985,1985,1
"2016-11-18 05:00:00",769,12.26,438.8833,1987,1986,1985,1985,1
"2016-11-18 06:00:00",770,12.25,442.8379,1987,1986,1985,1985,1
"2016-11-18 07:00:00",771,12.24,442.7854,1987,1986,1985,1985,1
"2016-11-18 08:00:00",772,12.24,444.6699,1987,1986,1985,1985,1
"2016-11-18 09:00:00",773,12.25,448.3737,1987,1986,1985,1985,1
"2016-11-18 10:00:00",774,12.26,446.6698,1987,1986,1985,1985,1
"2016-11-18 11:00:00",775,12.51,448.1445,1987,1986,1985,1985,1
"2016-11-18 12:00:00",776,12.73,446.0157,1987,1986,1985,1985,1
"2016-11-18 13:00:00",777,12.85,445.4668,1987,1986,1985,1985,1
"2016-11-18 14:00:00",778,12.69,448.5598,1987,1986,1985,1985,1
"2016-11-18 15:00:00",779,12.59,445.1328,1987,1986,1985,1985,1
"2016-11-18 16:00:00",780,12.51,445.9635,1987,1986,1985,1985,1
"2016-11-18 17:00:00",781,12.45,446.5552,1987,1986,1985,1985,1
"2016-11-18 18:00:00",782,12.4,446.603,1987,1986,1985,1985,1
"2016-11-18 19:00:00",783,12.36,448.5171,1987,1986,1985,1985,1
"2016-11-18 20:00:00",784,12.33,443.7968,1987,1986,1985,1985,1
"2016-11-18 21:00:00",785,12.31,444.7415,1987,1986,1985,1985,1
"2016-11-18 22:00:00",786,12.29,445.558,1987,1986,1985,1985,1
"2016-11-18 23:00:00",787,12.27,445.734,1987,1986,1985,1985,1
"2016-11-19 00:00:00",788,12.27,446.8472,1987,1986,1985,1985,1
"2016-11-19 01:00:00",789,12.26,446.0012,1987,1986,1985,1985,1
"2016-11-19 02:00:00",790,12.25,446.4406,1987,1986,1985,1985,1
"2016-11-19 03:00:00",791,12.24,443.6673,1987,1986,1985,1985,1
"2016-11-19 04:00:00",792,12.23,446.1588,1987,1986,1985,1985,1
"2016-11-19 05:00:00",793,12.23,444.1732,1987,1986,1985,1985,1
"2016-11-19 06:00:00",794,12.23,450.5265,1987,1986,1985,1985,1
"2016-11-19 07:00:00",795,12.22,449.319,1987,1986,1985,1985,1
"2016-11-19 08:00:00",796,12.22,450.4359,1987,1986,1985,1985,1
"2016-11-19 09:00:00",797,12.23,448.9322,1987,1986,1985,1985,1
"2016-11-19 10:00:00",798,12.23,450.5695,1987,1986,1985,1985,1
"2016-11-19 11:00:00",799,12.5,451.9537,1987,1986,1985,1985,1
"2016-11-19 12:00:00",800,12.55,447.5575,1987,1986,1985,1985,1
"2016-11-19 13:00:00",801,12.54,449.4621,1987,1986,1985,1985,1
"2016-11-19 14:00:00",802,12.57,447.2663,1987,1986,1985,1985,1
"2016-11-19 15:00:00",803,12.5,447.3809,1987,1986,1985,1985,1
"2016-11-19 16:00:00",804,12.42,447.7532,1987,1986,1985,1985,1
"2016-11-19 17:00:00",805,12.35,449.4001,1987,1986,1985,1985,1
"2016-11-19 18:00:00",806,12.31,448.159,1987,1986,1985,1985,1
"2016-11-19 19:00:00",807,12.29,448.6744,1987,1986,1985,1985,1
"2016-11-19 20:00:00",808,12.28,447.5575,1987,1986,1985,1985,1
"2016-11-19 21:00:00",809,12.27,448.3927,1987,1986,1985,1985,1
"2016-11-19 22:00:00",810,12.27,448.178,1987,1986,1985,1985,1
"2016-11-19 23:00:00",811,12.27,449.8249,1987,1986,1985,1985,1
"2016-11-20 00:00:00",812,12.27,447.7196,1987,1986,1985,1985,1
"2016-11-20 01:00:00",813,12.27,449.7198,1987,1986,1985,1985,1
"2016-11-20 02:00:00",814,12.27,446.8414,1987,1986,1985,1985,1
"2016-11-20 03:00:00",815,12.26,448.4978,1987,1986,1985,1985,1
"2016-11-20 04:00:00",816,12.26,446.2114,1987,1986,1985,1985,1
"2016-11-20 05:00:00",817,12.26,452.918,1987,1986,1985,1985,1
"2016-11-20 06:00:00",818,12.26,451.6149,1987,1986,1985,1985,1
"2016-11-20 07:00:00",819,12.26,452.2354,1987,1986,1985,1985,1
"2016-11-20 08:00:00",820,12.26,454.4693,1987,1986,1985,1985,1
"2016-11-20 09:00:00",821,12.28,455.2139,1987,1986,1985,1985,1
"2016-11-20 10:00:00",822,12.32,453.4144,1987,1986,1985,1985,1
"2016-11-20 11:00:00",823,12.42,452.2975,1987,1986,1985,1985,1
"2016-11-20 12:00:00",824,12.45,454.4072,1987,1986,1985,1985,1
"2016-11-20 13:00:00",825,12.46,454.4693,1987,1986,1985,1985,1
"2016-11-20 14:00:00",826,12.42,456.3308,1987,1986,1985,1985,1
"2016-11-20 15:00:00",827,12.41,454.9657,1987,1986,1985,1985,1
"2016-11-20 16:00:00",828,12.35,455.2759,1987,1986,1985,1985,1
"2016-11-20 17:00:00",829,12.3,455.9585,1987,1986,1985,1985,1
"2016-11-20 18:00:00",830,12.28,456.8272,1987,1986,1985,1985,1
"2016-11-20 19:00:00",831,12.28,455.4001,1987,1986,1985,1985,1
"2016-11-20 20:00:00",832,12.27,455.5242,1987,1986,1985,1985,1
"2016-11-20 21:00:00",833,12.27,460.061,1987,1986,1985,1985,1
"2016-11-20 22:00:00",834,12.23,476.0134,1987,1986,1985,1985,1
"2016-11-20 23:00:00",835,12.22,467.2448,1987,1986,1985,1985,1
"2016-11-21 00:00:00",836,12.26,467.55,1987,1986,1985,1985,1
"2016-11-21 01:00:00",837,12.22,545.1328,1987,1986,1985,1985,1
"2016-11-21 02:00:00",838,12.1,927.8024,1987,1986,1985,1985,1
"2016-11-21 03:00:00",839,12.1,2349.539,1987,1986,1985,1985,1
"2016-11-21 04:00:00",840,12.1,2168.59,1987,1986,1985,1985,1
"2016-11-21 05:00:00",841,12.09,1528.444,1987,1986,1985,1985,1
"2016-11-21 06:00:00",842,12.09,1057.963,1987,1986,1985,1985,1
"2016-11-21 07:00:00",843,12.08,947.9591,1987,1986,1985,1985,1
"2016-11-21 08:00:00",844,12.12,933.8617,1987,1986,1985,1985,1
"2016-11-21 09:00:00",845,12.1,996.663,1987,1986,1985,1985,1
"2016-11-21 10:00:00",846,12.22,1038.769,1987,1986,1985,1985,1
"2016-11-21 11:00:00",847,12.24,1051.586,1987,1986,1985,1985,1
"2016-11-21 12:00:00",848,12.32,1155.191,1987,1986,1985,1985,1
"2016-11-21 13:00:00",849,12.37,1673.573,1987,1986,1985,1985,1
"2016-11-21 14:00:00",850,12.31,4602.41,1987,1986,1985,1985,1
"2016-11-21 15:00:00",851,12.24,17688.2,1987,1986,1985,1985,1
"2016-11-21 16:00:00",852,12.15,28494.07,1987,1986,1985,1985,1
"2016-11-21 17:00:00",853,12.1,35924.36,1987,1986,1985,1985,1
"2016-11-21 18:00:00",854,12.08,38522.5,1987,1986,1985,1985,1
"2016-11-21 19:00:00",855,12.09,36172.9,1987,1986,1985,1985,1
"2016-11-21 20:00:00",856,12.07,30400.31,1987,1986,1985,1985,1
"2016-11-21 21:00:00",857,12.09,24628.66,1987,1986,1985,1985,1
"2016-11-21 22:00:00",858,12.07,20212.35,1987,1986,1985,1985,1
"2016-11-21 23:00:00",859,12.06,17438.11,1987,1986,1985,1985,1
"2016-11-22 00:00:00",860,12.06,15544.27,1987,1986,1985,1985,1
"2016-11-22 01:00:00",861,12.07,14098.1,1987,1986,1985,1985,1
"2016-11-22 02:00:00",862,12.05,12897.02,1987,1986,1985,1985,1
"2016-11-22 03:00:00",863,12.05,10933.29,1987,1986,1985,1985,1
"2016-11-22 04:00:00",864,12.05,9650.049,1987,1986,1985,1985,1
"2016-11-22 05:00:00",865,12.03,8811.695,1987,1986,1985,1985,1
"2016-11-22 06:00:00",866,12.05,8375.307,1987,1986,1985,1985,1
"2016-11-22 07:00:00",867,12.03,7795.646,1987,1986,1985,1985,1
"2016-11-22 08:00:00",868,12.04,7273.266,1987,1986,1985,1985,1
"2016-11-22 09:00:00",869,12.02,6895.592,1987,1986,1985,1985,1
"2016-11-22 10:00:00",870,12.16,6541.346,1994,1993,1991,1991,1
"2016-11-22 11:00:00",871,12.43,6099.933,1994,1993,1991,1991,1
"2016-11-22 12:00:00",872,12.65,5649.613,1994,1993,1991,1991,1
"2016-11-22 13:00:00",873,12.76,5374.207,1994,1993,1991,1991,1
"2016-11-22 14:00:00",874,12.62,5050.953,1994,1993,1991,1991,1
"2016-11-22 15:00:00",875,12.53,4793.778,1994,1993,1991,1991,1
"2016-11-22 16:00:00",876,12.46,4510.124,1994,1993,1991,1991,1
"2016-11-22 17:00:00",877,12.4,4151.291,1994,1993,1991,1991,1
"2016-11-22 18:00:00",878,12.35,3902.927,1994,1993,1991,1991,1
"2016-11-22 19:00:00",879,12.31,3752.769,1994,1993,1991,1991,1
"2016-11-22 20:00:00",880,12.28,3675.765,1994,1993,1991,1991,1
"2016-11-22 21:00:00",881,12.25,3535.243,1994,1993,1991,1991,1
"2016-11-22 22:00:00",882,12.23,3430.783,1994,1993,1991,1991,1
"2016-11-22 23:00:00",883,12.22,3319.459,1994,1993,1991,1991,1
"2016-11-23 00:00:00",884,12.21,3234.883,1994,1993,1991,1991,1
"2016-11-23 01:00:00",885,12.19,3128.02,1994,1993,1991,1991,1
"2016-11-23 02:00:00",886,12.19,3037.814,1994,1993,1991,1991,1
"2016-11-23 03:00:00",887,12.18,2924.561,1994,1993,1991,1991,1
"2016-11-23 04:00:00",888,12.18,2818.271,1994,1993,1991,1991,1
"2016-11-23 05:00:00",889,12.17,2728.274,1994,1993,1991,1991,1
"2016-11-23 06:00:00",890,12.17,2621.585,1994,1993,1991,1991,1
"2016-11-23 07:00:00",891,12.16,2559.435,1994,1993,1991,1991,1
"2016-11-23 08:00:00",892,12.17,2523.545,1994,1993,1991,1991,1
"2016-11-23 09:00:00",893,12.18,2405.44,1994,1993,1991,1991,1
"2016-11-23 10:00:00",894,12.18,2360.113,1994,1993,1991,1991,1
"2016-11-23 11:00:00",895,12.44,2293.8,1994,1993,1991,1991,1
"2016-11-23 12:00:00",896,12.67,2265.835,1994,1993,1991,1991,1
"2016-11-23 13:00:00",897,12.77,2206.54,1994,1993,1991,1991,1
"2016-11-23 14:00:00",898,12.64,2203.473,1994,1993,1991,1991,1
"2016-11-23 15:00:00",899,12.56,2163.792,1994,1993,1991,1991,1
"2016-11-23 16:00:00",900,12.49,2115.255,1994,1993,1991,1991,1
"2016-11-23 17:00:00",901,12.42,2096.201,1994,1993,1991,1991,1
"2016-11-23 18:00:00",902,12.37,2051.783,1994,1993,1991,1991,1
"2016-11-23 19:00:00",903,12.32,2014.443,1994,1993,1991,1991,1
"2016-11-23 20:00:00",904,12.29,1991.152,1994,1993,1991,1991,1
"2016-11-23 21:00:00",905,12.26,1954.488,1994,1993,1991,1991,1
"2016-11-23 22:00:00",906,12.23,1936.227,1994,1993,1991,1991,1
"2016-11-23 23:00:00",907,12.21,1879.611,1994,1993,1991,1991,1
"2016-11-24 00:00:00",908,12.19,1844.305,1994,1993,1991,1991,1
"2016-11-24 01:00:00",909,12.18,1808.854,1994,1993,1991,1991,1
"2016-11-24 02:00:00",910,12.18,1779.784,1994,1993,1991,1991,1
"2016-11-24 03:00:00",911,12.17,1734.407,1994,1993,1991,1991,1
"2016-11-24 04:00:00",912,12.16,1686.346,1994,1993,1991,1991,1
"2016-11-24 05:00:00",913,12.16,1711.162,1994,1993,1991,1991,1
"2016-11-24 06:00:00",914,12.15,1675.553,1994,1993,1991,1991,1
"2016-11-24 07:00:00",915,12.14,1666.138,1994,1993,1991,1991,1
"2016-11-24 08:00:00",916,12.15,1603.933,1994,1993,1991,1991,1
"2016-11-24 09:00:00",917,12.16,1558.347,1994,1993,1991,1991,1
"2016-11-24 10:00:00",918,12.16,1559.044,1994,1993,1991,1991,1
"2016-11-24 11:00:00",919,12.44,1536.849,1994,1993,1991,1991,1
"2016-11-24 12:00:00",920,12.67,1498.894,1994,1993,1991,1991,1
"2016-11-24 13:00:00",921,12.8,1458.109,1994,1993,1991,1991,1
"2016-11-24 14:00:00",922,12.65,1421.206,1994,1993,1991,1991,1
"2016-11-24 15:00:00",923,12.56,1383.876,1994,1993,1991,1991,1
"2016-11-24 16:00:00",924,12.47,1378.172,1994,1993,1991,1991,1
"2016-11-24 17:00:00",925,12.41,1362.443,1994,1993,1991,1991,1
"2016-11-24 18:00:00",926,12.35,1370.622,1994,1993,1991,1991,1
"2016-11-24 19:00:00",927,12.31,1330.984,1994,1993,1991,1991,1
"2016-11-24 20:00:00",928,12.27,1334.13,1994,1993,1991,1991,1
"2016-11-24 21:00:00",929,12.24,1327.839,1994,1993,1991,1991,1
"2016-11-24 22:00:00",930,12.21,1283.168,1994,1993,1991,1991,1
"2016-11-24 23:00:00",931,12.19,1262.116,1994,1993,1991,1991,1
"2016-11-25 00:00:00",932,12.17,1270.924,1994,1993,1991,1991,1
"2016-11-25 01:00:00",933,12.16,1255.485,1994,1993,1991,1991,1
"2016-11-25 02:00:00",934,12.14,1239.276,1994,1993,1991,1991,1
"2016-11-25 03:00:00",935,12.14,1216.837,1994,1993,1991,1991,1
"2016-11-25 04:00:00",936,12.13,1233.903,1994,1993,1991,1991,1
"2016-11-25 05:00:00",937,12.12,1209.208,1994,1993,1991,1991,1
"2016-11-25 06:00:00",938,12.11,1190.274,1994,1993,1991,1991,1
"2016-11-25 07:00:00",939,12.11,1172.808,1994,1993,1991,1991,1
"2016-11-25 08:00:00",940,12.11,1146.933,1994,1993,1991,1991,1
"2016-11-25 09:00:00",941,12.12,1151.23,1994,1993,1991,1991,1
"2016-11-25 10:00:00",942,12.12,1132.208,1994,1993,1991,1991,1
"2016-11-25 11:00:00",943,12.43,1121.69,1994,1993,1991,1991,1
"2016-11-25 12:00:00",944,12.69,1102.303,1994,1993,1991,1991,1
"2016-11-25 13:00:00",945,12.81,1086.544,1994,1993,1991,1991,1
"2016-11-25 14:00:00",946,12.64,1086.57,1994,1993,1991,1991,1
"2016-11-25 15:00:00",947,12.54,1082.351,1994,1993,1991,1991,1
"2016-11-25 16:00:00",948,12.46,1067.897,1994,1993,1991,1991,1
"2016-11-25 17:00:00",949,12.39,1070.374,1994,1993,1991,1991,1
"2016-11-25 18:00:00",950,12.34,1067.703,1994,1993,1991,1991,1
"2016-11-25 19:00:00",951,12.29,1062.17,1994,1993,1991,1991,1
"2016-11-25 20:00:00",952,12.26,1061.012,1994,1993,1991,1991,1
"2016-11-25 21:00:00",953,12.22,1060.883,1994,1993,1991,1991,1
"2016-11-25 22:00:00",954,12.18,1054.16,1994,1993,1991,1991,1
"2016-11-25 23:00:00",955,12.16,1058.149,1994,1993,1991,1991,1
"2016-11-26 00:00:00",956,12.14,1048.755,1994,1993,1991,1991,1
"2016-11-26 01:00:00",957,12.13,1047.597,1994,1993,1991,1991,1
"2016-11-26 02:00:00",958,12.12,1047.211,1994,1993,1991,1991,1
"2016-11-26 03:00:00",959,12.11,1046.439,1994,1993,1991,1991,1
"2016-11-26 04:00:00",960,12.11,1043.736,1994,1993,1991,1991,1
"2016-11-26 05:00:00",961,12.1,1044.38,1994,1993,1991,1991,1
"2016-11-26 06:00:00",962,12.1,1038.718,1994,1993,1991,1991,1
"2016-11-26 07:00:00",963,12.09,1041.712,1994,1993,1991,1991,1
"2016-11-26 08:00:00",964,12.1,1038.992,1994,1993,1991,1991,1
"2016-11-26 09:00:00",965,12.15,1037.594,1994,1993,1991,1991,1
"2016-11-26 10:00:00",966,12.15,1033.786,1994,1993,1991,1991,1
"2016-11-26 11:00:00",967,12.25,1035.278,1994,1993,1991,1991,1
"2016-11-26 12:00:00",968,12.29,1032.774,1994,1993,1991,1991,1
"2016-11-26 13:00:00",969,12.92,204.575,1996,1994,1992,1992,1
"2016-11-26 14:00:00",970,13,1036.805,1996,1994,1992,1992,1
"2016-11-26 15:00:00",971,12.84,1036.53,1996,1994,1992,1992,1
"2016-11-26 16:00:00",972,12.59,1700.459,1996,1994,1992,1992,1
"2016-11-26 17:00:00",973,12.53,1838.633,1996,1994,1992,1992,1
"2016-11-26 18:00:00",974,12.5,1934.446,1996,1994,1992,1992,1
"2016-11-26 19:00:00",975,12.44,1643.344,1996,1994,1992,1992,1
"2016-11-26 20:00:00",976,12.45,1433.648,1996,1994,1992,1992,1
"2016-11-26 21:00:00",977,12.43,1397.131,1996,1994,1992,1992,1
"2016-11-26 22:00:00",978,12.41,1869.395,1996,1994,1992,1992,1
"2016-11-26 23:00:00",979,12.4,2039.68,1996,1994,1992,1992,1
"2016-11-27 00:00:00",980,12.42,2664.699,1996,1994,1992,1992,1
"2016-11-27 01:00:00",981,12.43,2907.624,1996,1994,1992,1992,1
"2016-11-27 02:00:00",982,12.42,2982.159,1996,1994,1992,1992,1
"2016-11-27 03:00:00",983,12.42,3075.075,1996,1994,1992,1992,1
"2016-11-27 04:00:00",984,12.43,5221.092,1996,1994,1992,1992,1
"2016-11-27 05:00:00",985,12.43,12431.44,1996,1994,1992,1992,1
"2016-11-27 06:00:00",986,12.43,19856.55,1996,1994,1992,1992,1
"2016-11-27 07:00:00",987,12.43,26857.32,1996,1994,1992,1992,1
"2016-11-27 08:00:00",988,12.44,35262.16,1996,1994,1992,1992,1
"2016-11-27 09:00:00",989,12.46,42834.28,1996,1994,1992,1992,1
"2016-11-27 10:00:00",990,12.47,49591.2,1996,1994,1992,1992,1
"2016-11-27 11:00:00",991,12.52,59283.23,1996,1994,1992,1992,1
"2016-11-27 12:00:00",992,12.57,67134.94,1996,1994,1992,1992,1
"2016-11-27 13:00:00",993,12.87,68187.52,1996,1994,1992,1992,1
"2016-11-27 14:00:00",994,12.69,55349.88,1996,1994,1992,1992,1
"2016-11-27 15:00:00",995,12.6,43065.75,1996,1994,1992,1992,1
"2016-11-27 16:00:00",996,12.52,36901.21,1996,1994,1992,1992,1
"2016-11-27 17:00:00",997,12.47,31427.67,1996,1994,1992,1992,1
"2016-11-27 18:00:00",998,12.45,26308.21,1996,1994,1992,1992,1
"2016-11-27 19:00:00",999,12.44,23628.33,1996,1994,1992,1992,1
"2016-11-27 20:00:00",1000,12.45,22064.35,1996,1994,1992,1992,1
"2016-11-27 21:00:00",1001,12.44,20412.77,2001,1999,1996,1996,1
"2016-11-27 22:00:00",1002,12.45,18797.79,2001,1999,1996,1996,1
"2016-11-27 23:00:00",1003,12.44,16903.81,2001,1999,1996,1996,1
"2016-11-28 00:00:00",1004,12.44,16083.05,2001,1999,1996,1996,1
"2016-11-28 01:00:00",1005,12.44,15100.49,2001,1999,1996,1996,1
"2016-11-28 02:00:00",1006,12.43,14080.53,2001,1999,1996,1996,1
"2016-11-28 03:00:00",1007,12.43,13273.64,2001,1999,1996,1996,1
"2016-11-28 04:00:00",1008,12.43,12264.57,2001,1999,1996,1996,1
"2016-11-28 05:00:00",1009,12.43,11142.42,2001,1999,1996,1996,1
"2016-11-28 06:00:00",1010,12.41,10346.01,2001,1999,1996,1996,1
"2016-11-28 07:00:00",1011,12.41,9698.571,2001,1999,1996,1996,1
"2016-11-28 08:00:00",1012,12.41,9065.37,2001,1999,1996,1996,1
"2016-11-28 09:00:00",1013,12.43,8679.452,2001,1999,1996,1996,1
"2016-11-28 10:00:00",1014,12.48,8393.337,2001,1999,1996,1996,1
"2016-11-28 11:00:00",1015,12.71,8005.608,2001,1999,1996,1996,1
"2016-11-28 12:00:00",1016,12.89,7480.043,2001,1999,1996,1996,1
"2016-11-28 13:00:00",1017,13.07,7127.799,2007,2005,2001,2001,1
"2016-11-28 14:00:00",1018,12.98,6830.032,2007,2005,2001,2001,1
"2016-11-28 15:00:00",1019,12.87,6463.941,2007,2005,2001,2001,1
"2016-11-28 16:00:00",1020,12.78,6167.251,2007,2005,2001,2001,1
"2016-11-28 17:00:00",1021,12.73,5761.803,2007,2005,2001,2001,1
"2016-11-28 18:00:00",1022,12.69,5520.749,2007,2005,2001,2001,1
"2016-11-28 19:00:00",1023,12.67,5262.036,2007,2005,2001,2001,1
"2016-11-28 20:00:00",1024,12.63,5046.976,2007,2005,2001,2001,1
"2016-11-28 21:00:00",1025,12.62,4823.888,2007,2005,2001,2001,1
"2016-11-28 22:00:00",1026,12.62,4510.253,2007,2005,2001,2001,1
"2016-11-28 23:00:00",1027,12.61,4260.264,2007,2005,2001,2001,1
"2016-11-29 00:00:00",1028,12.61,4092.459,2007,2005,2001,2001,1
