"TOA5","Los Pen","CR800","39465","CR800.Std.29","CPU:SWM1000SP_Hach950_rev5-pulled from filter 03032016.CR8","21031","hourly"
"TIMESTAMP","RECORD","BatVolts_Min","Flow_950_Tot","battery_coms_fail_cntr","level_coms_fail_cntr","flow_coms_fail_cntr","flow_tot_coms_fail_cntr","ModbusInterval"
"TS","RN","volts","cfs","","","","",""
"","","Min","Tot","Smp","Smp","Smp","Smp","Smp"
"2016-12-13 09:00:00",1373,12.42,1112.148,2007,2005,2001,2001,1
"2016-12-13 10:00:00",1374,12.43,1096.737,2007,2005,2001,2001,1
"2016-12-13 11:00:00",1375,12.57,1091.603,2007,2005,2001,2001,1
"2016-12-13 12:00:00",1376,12.71,1083.359,2007,2005,2001,2001,1
"2016-12-13 13:00:00",1377,12.68,1082.115,2007,2005,2001,2001,1
"2016-12-13 14:00:00",1378,12.61,1079.102,2007,2005,2001,2001,1
"2016-12-13 15:00:00",1379,12.56,1077.189,2007,2005,2001,2001,1
"2016-12-13 16:00:00",1380,12.51,1073.882,2007,2005,2001,2001,1
"2016-12-13 17:00:00",1381,12.48,1076.492,2007,2005,2001,2001,1
"2016-12-13 18:00:00",1382,12.45,1082.483,2007,2005,2001,2001,1
"2016-12-13 19:00:00",1383,12.43,1085.976,2007,2005,2001,2001,1
"2016-12-13 20:00:00",1384,12.42,1075.477,2007,2005,2001,2001,1
"2016-12-13 21:00:00",1385,12.41,1074.565,2007,2005,2001,2001,1
"2016-12-13 22:00:00",1386,12.4,1077.8,2007,2005,2001,2001,1
"2016-12-13 23:00:00",1387,12.4,1072.001,2007,2005,2001,2001,1
"2016-12-14 00:00:00",1388,12.4,1072.016,2007,2005,2001,2001,1
"2016-12-14 01:00:00",1389,12.4,1060.948,2007,2005,2001,2001,1
"2016-12-14 02:00:00",1390,12.39,1073.366,2007,2005,2001,2001,1
"2016-12-14 03:00:00",1391,12.39,1063.843,2007,2005,2001,2001,1
"2016-12-14 04:00:00",1392,12.38,1067.382,2007,2005,2001,2001,1
"2016-12-14 05:00:00",1393,12.38,1061.366,2007,2005,2001,2001,1
"2016-12-14 06:00:00",1394,12.38,1055.318,2007,2005,2001,2001,1
"2016-12-14 07:00:00",1395,12.38,1057.763,2007,2005,2001,2001,1
"2016-12-14 08:00:00",1396,12.38,1060.883,2007,2005,2001,2001,1
"2016-12-14 09:00:00",1397,12.39,1059.597,2007,2005,2001,2001,1
"2016-12-14 10:00:00",1398,12.39,1060.626,2007,2005,2001,2001,1
"2016-12-14 11:00:00",1399,12.53,1066.256,2007,2005,2001,2001,1
"2016-12-14 12:00:00",1400,12.71,1060.208,2007,2005,2001,2001,1
"2016-12-14 13:00:00",1401,12.75,1063.2,2007,2005,2001,2001,1
"2016-12-14 14:00:00",1402,12.64,1062.395,2007,2005,2001,2001,1
"2016-12-14 15:00:00",1403,12.61,1066.159,2007,2005,2001,2001,1
"2016-12-14 16:00:00",1404,12.55,1061.237,2007,2005,2001,2001,1
"2016-12-14 17:00:00",1405,12.48,1061.88,2007,2005,2001,2001,1
"2016-12-14 18:00:00",1406,12.47,1062.621,2007,2005,2001,2001,1
"2016-12-14 19:00:00",1407,12.45,1069.635,2007,2005,2001,2001,1
"2016-12-14 20:00:00",1408,12.43,1060.079,2007,2005,2001,2001,1
"2016-12-14 21:00:00",1409,12.41,1067.865,2007,2005,2001,2001,1
"2016-12-14 22:00:00",1410,12.41,1063.714,2007,2005,2001,2001,1
"2016-12-14 23:00:00",1411,12.39,1060.98,2007,2005,2001,2001,1
"2016-12-15 00:00:00",1412,12.39,1058.792,2007,2005,2001,2001,1
"2016-12-15 01:00:00",1413,12.35,1053.13,2007,2005,2001,2001,1
"2016-12-15 02:00:00",1414,12.38,1060.079,2007,2005,2001,2001,1
"2016-12-15 03:00:00",1415,12.38,1053.645,2007,2005,2001,2001,1
"2016-12-15 04:00:00",1416,12.38,1055.833,2007,2005,2001,2001,1
"2016-12-15 05:00:00",1417,12.38,1058.02,2007,2005,2001,2001,1
"2016-12-15 06:00:00",1418,12.38,1059.693,2007,2005,2001,2001,1
"2016-12-15 07:00:00",1419,12.38,1058.663,2007,2005,2001,2001,1
"2016-12-15 08:00:00",1420,12.37,1061.623,2007,2005,2001,2001,1
"2016-12-15 09:00:00",1421,12.38,1057.763,2007,2005,2001,2001,1
"2016-12-15 10:00:00",1422,12.4,1053.645,2007,2005,2001,2001,1
"2016-12-15 11:00:00",1423,12.5,1050.171,2007,2005,2001,2001,1
"2016-12-15 12:00:00",1424,12.57,1048.112,2007,2005,2001,2001,1
"2016-12-15 13:00:00",1425,12.56,1053.388,2007,2005,2001,2001,1
"2016-12-15 14:00:00",1426,12.52,1049.785,2007,2005,2001,2001,1
"2016-12-15 15:00:00",1427,12.48,1054.417,2007,2005,2001,2001,1
"2016-12-15 16:00:00",1428,12.45,1055.833,2007,2005,2001,2001,1
"2016-12-15 17:00:00",1429,12.41,1054.674,2007,2005,2001,2001,1
"2016-12-15 18:00:00",1430,12.4,1058.406,2007,2005,2001,2001,1
"2016-12-15 19:00:00",1431,12.39,1055.318,2007,2005,2001,2001,1
"2016-12-15 20:00:00",1432,12.39,1064.325,2007,2005,2001,2001,1
"2016-12-15 21:00:00",1433,12.38,1069.988,2007,2005,2001,2001,1
"2016-12-15 22:00:00",1434,12.38,1067.35,2007,2005,2001,2001,1
"2016-12-15 23:00:00",1435,12.38,1128.407,2007,2005,2001,2001,1
"2016-12-16 00:00:00",1436,12.38,2065.135,2007,2005,2001,2001,1
"2016-12-16 01:00:00",1437,12.38,3158.606,2007,2005,2001,2001,1
"2016-12-16 02:00:00",1438,12.38,3409.175,2007,2005,2001,2001,1
"2016-12-16 03:00:00",1439,12.37,3827.065,2007,2005,2001,2001,1
"2016-12-16 04:00:00",1440,12.37,4879.886,2007,2005,2001,2001,1
"2016-12-16 05:00:00",1441,12.37,5280.677,2007,2005,2001,2001,1
"2016-12-16 06:00:00",1442,12.37,4869.957,2007,2005,2001,2001,1
"2016-12-16 07:00:00",1443,12.37,5283.572,2007,2005,2001,2001,1
"2016-12-16 08:00:00",1444,12.37,6141.219,2007,2005,2001,2001,1
"2016-12-16 09:00:00",1445,12.37,7344.707,2007,2005,2001,2001,1
"2016-12-16 10:00:00",1446,12.38,17751.06,2007,2005,2001,2001,1
"2016-12-16 11:00:00",1447,12.36,120937.1,2007,2005,2001,2001,1
"2016-12-16 12:00:00",1448,12.39,379937.7,2007,2005,2001,2001,1
"2016-12-16 13:00:00",1449,12.39,556967.1,2007,2005,2001,2001,1
"2016-12-16 14:00:00",1450,12.38,670829.9,2007,2005,2001,2001,1
"2016-12-16 15:00:00",1451,12.4,723817.9,2007,2005,2001,2001,1
"2016-12-16 16:00:00",1452,12.37,739116.7,2007,2005,2001,2001,1
"2016-12-16 17:00:00",1453,12.36,732426.2,2007,2005,2001,2001,1
"2016-12-16 18:00:00",1454,12.36,663403.6,2007,2005,2001,2001,1
"2016-12-16 19:00:00",1455,12.36,639697.3,2007,2005,2001,2001,1
"2016-12-16 20:00:00",1456,12.36,692462.2,2007,2005,2001,2001,1
"2016-12-16 21:00:00",1457,12.36,729081,2007,2005,2001,2001,1
"2016-12-16 22:00:00",1458,12.35,725423.6,2007,2005,2001,2001,1
"2016-12-16 23:00:00",1459,12.35,677609.5,2007,2005,2001,2001,1
"2016-12-17 00:00:00",1460,12.35,569983.7,2007,2005,2001,2001,1
"2016-12-17 01:00:00",1461,12.34,427026.9,2007,2005,2001,2001,1
"2016-12-17 02:00:00",1462,12.35,294611.2,2007,2005,2001,2001,1
"2016-12-17 03:00:00",1463,12.34,193038.7,2007,2005,2001,2001,1
"2016-12-17 04:00:00",1464,12.34,121212.8,2007,2005,2001,2001,1
"2016-12-17 05:00:00",1465,12.34,76196.8,2007,2005,2001,2001,1
"2016-12-17 06:00:00",1466,12.33,50667.67,2007,2005,2001,2001,1
"2016-12-17 07:00:00",1467,12.33,37620.19,2007,2005,2001,2001,1
"2016-12-17 08:00:00",1468,12.33,29605.31,2007,2005,2001,2001,1
"2016-12-17 09:00:00",1469,12.33,23145.27,2007,2005,2001,2001,1
"2016-12-17 10:00:00",1470,12.33,18556.77,2007,2005,2001,2001,1
"2016-12-17 11:00:00",1471,12.51,15704.63,2007,2005,2001,2001,1
"2016-12-17 12:00:00",1472,12.71,14165.22,2007,2005,2001,2001,1
"2016-12-17 13:00:00",1473,12.78,13199.88,2007,2005,2001,2001,1
"2016-12-17 14:00:00",1474,12.6,11907.47,2007,2005,2001,2001,1
"2016-12-17 15:00:00",1475,12.52,10628.04,2007,2005,2001,2001,1
"2016-12-17 16:00:00",1476,12.48,9862.506,2007,2005,2001,2001,1
"2016-12-17 17:00:00",1477,12.44,9341.938,2007,2005,2001,2001,1
"2016-12-17 18:00:00",1478,12.42,8850.29,2007,2005,2001,2001,1
"2016-12-17 19:00:00",1479,12.39,8628.601,2007,2005,2001,2001,1
"2016-12-17 20:00:00",1480,12.37,8426.381,2007,2005,2001,2001,1
"2016-12-17 21:00:00",1481,12.35,8114.529,2007,2005,2001,2001,1
"2016-12-17 22:00:00",1482,12.32,7827.559,2007,2005,2001,2001,1
"2016-12-17 23:00:00",1483,12.32,7529.954,2007,2005,2001,2001,1
"2016-12-18 00:00:00",1484,12.32,7277.454,2007,2005,2001,2001,1
"2016-12-18 01:00:00",1485,12.31,7020.113,2007,2005,2001,2001,1
"2016-12-18 02:00:00",1486,12.29,6834.296,2007,2005,2001,2001,1
"2016-12-18 03:00:00",1487,12.28,6652.305,2007,2005,2001,2001,1
"2016-12-18 04:00:00",1488,12.28,6437.714,2007,2005,2001,2001,1
"2016-12-18 05:00:00",1489,12.27,6261.121,2007,2005,2001,2001,1
"2016-12-18 06:00:00",1490,12.27,5978.542,2007,2005,2001,2001,1
"2016-12-18 07:00:00",1491,12.27,5833.495,2007,2005,2001,2001,1
"2016-12-18 08:00:00",1492,12.26,5621.211,2007,2005,2001,2001,1
"2016-12-18 09:00:00",1493,12.29,5531.035,2007,2005,2001,2001,1
"2016-12-18 10:00:00",1494,12.29,5384.601,2007,2005,2001,2001,1
"2016-12-18 11:00:00",1495,12.49,5277.361,2007,2005,2001,2001,1
"2016-12-18 12:00:00",1496,12.74,5128.509,2007,2005,2001,2001,1
"2016-12-18 13:00:00",1497,12.81,5037.895,2007,2005,2001,2001,1
"2016-12-18 14:00:00",1498,12.6,4978.63,2007,2005,2001,2001,1
"2016-12-18 15:00:00",1499,12.52,4834.037,2007,2005,2001,2001,1
"2016-12-18 16:00:00",1500,12.46,4775.952,2007,2005,2001,2001,1
"2016-12-18 17:00:00",1501,12.42,4660.988,2007,2005,2001,2001,1
"2016-12-18 18:00:00",1502,12.4,4559.599,2007,2005,2001,2001,1
"2016-12-18 19:00:00",1503,12.37,4483.96,2007,2005,2001,2001,1
"2016-12-18 20:00:00",1504,12.34,4368.842,2007,2005,2001,2001,1
"2016-12-18 21:00:00",1505,12.33,4309.006,2007,2005,2001,2001,1
"2016-12-18 22:00:00",1506,12.32,4207.94,2007,2005,2001,2001,1
"2016-12-18 23:00:00",1507,12.29,4113.368,2007,2005,2001,2001,1
"2016-12-19 00:00:00",1508,12.3,4080.748,2007,2005,2001,2001,1
"2016-12-19 01:00:00",1509,12.27,4020.545,2007,2005,2001,2001,1
"2016-12-19 02:00:00",1510,12.29,3930.442,2007,2005,2001,2001,1
"2016-12-19 03:00:00",1511,12.28,3924.832,2007,2005,2001,2001,1
"2016-12-19 04:00:00",1512,12.25,3888.891,2007,2005,2001,2001,1
"2016-12-19 05:00:00",1513,12.27,3836.09,2007,2005,2001,2001,1
"2016-12-19 06:00:00",1514,12.27,3775.393,2007,2005,2001,2001,1
"2016-12-19 07:00:00",1515,12.26,3777.731,2007,2005,2001,2001,1
"2016-12-19 08:00:00",1516,12.25,3773.13,2007,2005,2001,2001,1
"2016-12-19 09:00:00",1517,12.25,3758.425,2007,2005,2001,2001,1
"2016-12-19 10:00:00",1518,12.25,3685.946,2007,2005,2001,2001,1
"2016-12-19 11:00:00",1519,12.48,3662.757,2007,2005,2001,2001,1
"2016-12-19 12:00:00",1520,12.74,3636.571,2007,2005,2001,2001,1
"2016-12-19 13:00:00",1521,12.82,3597.149,2007,2005,2001,2001,1
"2016-12-19 14:00:00",1522,12.59,3578.09,2007,2005,2001,2001,1
"2016-12-19 15:00:00",1523,12.51,3571.087,2007,2005,2001,2001,1
"2016-12-19 16:00:00",1524,12.45,3538.762,2007,2005,2001,2001,1
"2016-12-19 17:00:00",1525,12.42,3518.921,2007,2005,2001,2001,1
"2016-12-19 18:00:00",1526,12.39,3514.237,2007,2005,2001,2001,1
"2016-12-19 19:00:00",1527,12.36,3494.367,2007,2005,2001,2001,1
"2016-12-19 20:00:00",1528,12.35,3495.015,2007,2005,2001,2001,1
"2016-12-19 21:00:00",1529,12.33,3430.675,2007,2005,2001,2001,1
"2016-12-19 22:00:00",1530,12.3,3420.01,2007,2005,2001,2001,1
"2016-12-19 23:00:00",1531,12.29,3382.074,2007,2005,2001,2001,1
"2016-12-20 00:00:00",1532,12.28,3384.931,2007,2005,2001,2001,1
"2016-12-20 01:00:00",1533,12.27,3369.85,2007,2005,2001,2001,1
"2016-12-20 02:00:00",1534,12.27,3355.509,2007,2005,2001,2001,1
"2016-12-20 03:00:00",1535,12.27,3363.134,2007,2005,2001,2001,1
"2016-12-20 04:00:00",1536,12.23,3309.061,2007,2005,2001,2001,1
"2016-12-20 05:00:00",1537,12.27,3296.582,2007,2005,2001,2001,1
"2016-12-20 06:00:00",1538,12.27,3261.227,2007,2005,2001,2001,1
"2016-12-20 07:00:00",1539,12.27,3209.747,2007,2005,2001,2001,1
"2016-12-20 08:00:00",1540,12.27,3189.413,2007,2005,2001,2001,1
"2016-12-20 09:00:00",1541,12.27,3199.169,2007,2005,2001,2001,1
"2016-12-20 10:00:00",1542,12.3,3157.215,2007,2005,2001,2001,1
"2016-12-20 11:00:00",1543,12.48,3160.24,2007,2005,2001,2001,1
"2016-12-20 12:00:00",1544,12.63,3089.178,2007,2005,2001,2001,1
"2016-12-20 13:00:00",1545,12.68,3093.708,2007,2005,2001,2001,1
"2016-12-20 14:00:00",1546,12.54,3071.818,2007,2005,2001,2001,1
"2016-12-20 15:00:00",1547,12.47,3077.572,2007,2005,2001,2001,1
"2016-12-20 16:00:00",1548,12.42,3083.567,2007,2005,2001,2001,1
"2016-12-20 17:00:00",1549,12.39,3140.107,2007,2005,2001,2001,1
"2016-12-20 18:00:00",1550,12.36,3178.215,2007,2005,2001,2001,1
"2016-12-20 19:00:00",1551,12.34,3244.41,2007,2005,2001,2001,1
"2016-12-20 20:00:00",1552,12.32,3318.073,2007,2005,2001,2001,1
"2016-12-20 21:00:00",1553,12.32,3355.465,2007,2005,2001,2001,1
"2016-12-20 22:00:00",1554,12.31,3373.36,2007,2005,2001,2001,1
"2016-12-20 23:00:00",1555,12.31,3422.288,2007,2005,2001,2001,1
"2016-12-21 00:00:00",1556,12.3,3452.898,2007,2005,2001,2001,1
"2016-12-21 01:00:00",1557,12.3,3466.488,2007,2005,2001,2001,1
"2016-12-21 02:00:00",1558,12.3,3463,2007,2005,2001,2001,1
"2016-12-21 03:00:00",1559,12.3,3452.472,2007,2005,2001,2001,1
"2016-12-21 04:00:00",1560,12.3,3486.472,2007,2005,2001,2001,1
"2016-12-21 05:00:00",1561,12.3,3429.882,2007,2005,2001,2001,1
"2016-12-21 06:00:00",1562,12.3,3418.26,2007,2005,2001,2001,1
"2016-12-21 07:00:00",1563,12.3,3419.442,2007,2005,2001,2001,1
"2016-12-21 08:00:00",1564,12.3,3433.382,2007,2005,2001,2001,1
"2016-12-21 09:00:00",1565,12.3,3409.727,2007,2005,2001,2001,1
"2016-12-21 10:00:00",1566,12.3,3409.159,2007,2005,2001,2001,1
"2016-12-21 11:00:00",1567,12.32,3357.545,2007,2005,2001,2001,1
"2016-12-21 12:00:00",1568,12.34,3396.844,2007,2005,2001,2001,1
"2016-12-21 13:00:00",1569,12.4,3381.636,2007,2005,2001,2001,1
"2016-12-21 14:00:00",1570,12.43,3451.441,2007,2005,2001,2001,1
"2016-12-21 15:00:00",1571,12.4,3583.249,2007,2005,2001,2001,1
"2016-12-21 16:00:00",1572,12.37,3770.555,2007,2005,2001,2001,1
"2016-12-21 17:00:00",1573,12.33,3952.386,2007,2005,2001,2001,1
"2016-12-21 18:00:00",1574,12.32,4030.163,2007,2005,2001,2001,1
"2016-12-21 19:00:00",1575,12.31,4307.33,2007,2005,2001,2001,1
"2016-12-21 20:00:00",1576,12.31,5180.083,2007,2005,2001,2001,1
"2016-12-21 21:00:00",1577,12.31,5608.795,2007,2005,2001,2001,1
"2016-12-21 22:00:00",1578,12.31,5764.322,2007,2005,2001,2001,1
"2016-12-21 23:00:00",1579,12.31,6241.128,2007,2005,2001,2001,1
"2016-12-22 00:00:00",1580,12.31,7538.088,2007,2005,2001,2001,1
"2016-12-22 01:00:00",1581,12.3,15917.85,2007,2005,2001,2001,1
"2016-12-22 02:00:00",1582,12.3,71960.8,2007,2005,2001,2001,1
"2016-12-22 03:00:00",1583,12.3,69206.59,2007,2005,2001,2001,1
"2016-12-22 04:00:00",1584,12.3,49694.48,2007,2005,2001,2001,1
"2016-12-22 05:00:00",1585,12.3,129458.4,2007,2005,2001,2001,1
"2016-12-22 06:00:00",1586,12.29,225082,2007,2005,2001,2001,1
"2016-12-22 07:00:00",1587,12.29,300025.3,2007,2005,2001,2001,1
"2016-12-22 08:00:00",1588,12.28,320300,2007,2005,2001,2001,1
"2016-12-22 09:00:00",1589,12.29,283774.8,2007,2005,2001,2001,1
"2016-12-22 10:00:00",1590,12.3,241110.2,2007,2005,2001,2001,1
"2016-12-22 11:00:00",1591,12.33,209933.3,2007,2005,2001,2001,1
"2016-12-22 12:00:00",1592,12.34,183001.5,2007,2005,2001,2001,1
"2016-12-22 13:00:00",1593,12.33,166146.4,2007,2005,2001,2001,1
